SYMBOL,SERIES,Adjusted 52_Week_High,52_Week_High_Date,Adjusted 52_Week_Low,52_Week_Low_Date
SHANTIGEAR,EQ,211.35,04-Aug-21,120.5,19-Mar-21
SHARDACROP,EQ,673,07-Feb-22,274.15,16-Apr-21
SHARDAMOTR,EQ,954.9,29-Dec-21,324.9,05-May-21
SHAREINDIA,EQ,1368.85,27-Jan-22,240,19-Mar-21
SHARIABEES,EQ,520,27-Sep-21,346.2,26-Mar-21
SHEMAROO,EQ,180.95,27-May-21,64.35,06-Apr-21
SHIL,EQ,484.7,09-Nov-21,245.5,19-Mar-21
SHILPAMED,EQ,670.4,22-Jul-21,311.6,19-Mar-21
SHIVALIK,EQ,1195,06-Jan-22,795.05,24-Feb-22
SHIVAMAUTO,EQ,44.7,11-Jan-22,14.11,13-Apr-21
SHIVAMILLS,EQ,204.8,21-Jan-22,40.05,19-Apr-21
SHIVATEX,EQ,321.75,20-Jan-22,126,22-Apr-21
SHK,EQ,207.45,10-Nov-21,106,19-Mar-21
SHOPERSTOP,EQ,425,21-Jan-22,174.1,19-Apr-21
SHRADHA,EQ,80,24-Jan-22,35.5,22-Apr-21
SHREDIGCEM,EQ,97.8,29-Jul-21,47.1,25-Feb-22
SHREECEM,EQ,32048,08-Apr-21,21650,07-Mar-22
SHREEPUSHK,EQ,274.9,06-Oct-21,131.65,10-Mar-21
SHREERAMA,BE,23.5,05-Jan-22,9,22-Apr-21
SHRENIK,BE,4.6,12-Jan-22,1.4,30-Sep-21
SHREYANIND,EQ,152,28-Jul-21,79,19-Apr-21
SHREYAS,EQ,448.2,07-Oct-21,68.3,31-Mar-21
SHRIPISTON,BE,1113.75,30-Jul-21,675,04-Mar-22
SHRIRAMCIT,EQ,2602,14-Sep-21,1324.95,30-Mar-21
SHRIRAMPPS,EQ,115.75,20-Jan-22,76.2,24-Feb-22
SHYAMCENT,EQ,21.8,02-Feb-22,5,20-Apr-21
SHYAMMETL,EQ,461.15,20-Jul-21,289.15,24-Feb-22
SHYAMTEL,BE,17.85,22-Dec-21,8.25,15-Sep-21
SICAL,BE,23.75,19-Oct-21,8.6,26-Mar-21
SIEMENS,EQ,2576.85,13-Dec-21,1717.8,12-Apr-21
SIGACHI,EQ,634,17-Nov-21,275,24-Feb-22
SIGIND,EQ,69.45,28-Jan-22,26.4,22-Apr-21
SIKKO,EQ,79.65,15-Nov-21,38.6,22-Oct-21
SIL,BE,21.45,16-Mar-21,11.8,04-Mar-22
SILGO,EQ,66.7,25-Mar-21,25.05,07-Mar-22
SILINV,EQ,390.1,23-Feb-22,172.1,20-Apr-21
SILLYMONKS,EQ,32.8,12-Nov-21,17.15,04-Nov-21
SILVER,EQ,76.8,07-Mar-22,63.2,03-Feb-22
SIMBHALS,EQ,44.45,14-Jul-21,6.4,25-Mar-21
SIMPLEXINF,EQ,56.5,30-Jun-21,27.7,23-Apr-21
SINTERCOM,EQ,108,18-Jan-22,61.2,04-May-21
SINTEX,EQ,20.35,04-Jan-22,3.25,07-May-21
SIRCA,EQ,625,02-Dec-21,283,11-Aug-21
SIS,EQ,560,08-Feb-22,353.85,29-Apr-21
SITINET,BE,5.55,12-Jan-22,0.7,22-Apr-21
SIYSIL,EQ,531.6,03-Feb-22,182,05-Apr-21
SJS,EQ,551,15-Nov-21,339.5,27-Dec-21
SJVN,EQ,33.75,18-Oct-21,24.5,12-Apr-21
SKFINDIA,EQ,4239.95,15-Dec-21,2051.05,19-Mar-21
SKIPPER,EQ,98.35,22-Jul-21,49.5,12-Apr-21
SKMEGGPROD,EQ,99.5,23-Jun-21,42.15,19-Apr-21
SMARTLINK,EQ,254.35,04-Jan-22,78.1,20-Apr-21
SMCGLOBAL,EQ,104.75,19-Jul-21,65.8,28-May-21
SMLISUZU,EQ,845,11-Nov-21,430,12-Apr-21
SMLT,EQ,144,09-Dec-21,89.9,25-Nov-21
SMSLIFE,EQ,1024.9,28-Oct-21,469.75,25-Mar-21
SMSPHARMA,EQ,198.8,05-Aug-21,81.1,08-Mar-22
SNOWMAN,EQ,59.7,09-Jun-21,31.1,24-Feb-22
SOBHA,EQ,1044.95,19-Jan-22,419.45,05-Apr-21
SOFTTECH,EQ,140.95,25-Feb-22,103.55,08-Mar-22
SOLARA,EQ,1859.95,19-May-21,606,15-Feb-22
SOLARINDS,EQ,2938,24-Nov-21,1200,03-May-21
SOMANYCERA,EQ,970,17-Nov-21,400,25-Mar-21
SOMATEX,BE,13.75,17-Nov-21,4.55,13-Apr-21
SOMICONVEY,EQ,68.25,03-Sep-21,30,09-Mar-21
SONACOMS,EQ,839.9,14-Dec-21,295,24-Jun-21
SONATSOFTW,EQ,1024.9,20-Oct-21,452.6,19-Mar-21
SORILINFRA,EQ,187.75,12-Mar-21,67.55,24-Feb-22
SOTL,EQ,1830,09-Aug-21,932,07-Mar-22
SOUTHBANK,EQ,13.95,22-Jun-21,7.55,19-Apr-21
SOUTHWEST,EQ,249,18-Feb-22,33.85,11-May-21
SPAL,EQ,530.9,03-Feb-22,141.55,22-Apr-21
SPANDANA,EQ,820,04-Jun-21,323,08-Mar-22
SPARC,EQ,349,02-Feb-22,141,31-Mar-21
SPECIALITY,EQ,161.3,21-Feb-22,35.25,05-Apr-21
SPENCERS,EQ,144.3,11-Nov-21,65.7,19-Apr-21
SPENTEX,BZ,4.5,04-Jan-22,0.7,05-May-21
SPIC,EQ,68.45,16-Jul-21,27.05,19-Apr-21
SPICEJET,EQ,87.3,24-Nov-21,53.25,07-Mar-22
SPLIL,EQ,75.5,20-Jan-22,30.2,09-Apr-21
SPMLINFRA,BE,64,10-Feb-22,8.05,22-Apr-21
SPTL,BE,15.3,29-Nov-21,2.95,19-Apr-21
SREEL,EQ,238,11-Jun-21,135.25,29-Apr-21
SREINFRA,EQ,18.35,23-Jun-21,3.7,29-Oct-21
SRF,EQ,2680,14-Jan-22,1026.21,19-Mar-21
SRHHYPOLTD,EQ,459.4,21-Feb-22,228.3,25-Mar-21
SRPL,BE,124.8,02-Mar-22,25.75,30-Mar-21
SRTRANSFIN,EQ,1696.4,09-Nov-21,1002,08-Mar-22
SSWL,EQ,979.2,27-Aug-21,312.5,25-Mar-21
STAR,EQ,947,23-Apr-21,304.2,04-Mar-22
STARCEMENT,EQ,120,16-Aug-21,85.5,08-Mar-22
STARHEALTH,EQ,940,10-Dec-21,583.6,04-Mar-22
STARPAPER,EQ,181.7,07-Jul-21,108.35,19-Apr-21
STCINDIA,EQ,138.8,08-Jun-21,66.75,08-Apr-21
STEELCAS,EQ,341.05,28-Jan-22,238,22-Feb-22
STEELCITY,EQ,98.7,20-Jul-21,32.55,19-Mar-21
STEELXIND,BE,262.6,14-Jan-22,51.05,19-Mar-21
STEL,EQ,216,24-Sep-21,71.5,22-Apr-21
STERTOOLS,EQ,254.05,02-Aug-21,129.95,24-Feb-22
STLTECH,EQ,318,03-Aug-21,170.05,24-Feb-22
STOVEKRAFT,EQ,1133.7,18-Oct-21,406.1,19-Mar-21
STYLAMIND,EQ,1419.9,05-Aug-21,861.1,14-Feb-22
SUBCAPCITY,BE,57.95,09-Mar-22,14.7,23-Apr-21
SUBEXLTD,EQ,74.4,08-Jul-21,33.35,25-Mar-21
SUBROS,EQ,430,25-Oct-21,287.55,22-Apr-21
SUDARSCHEM,EQ,794,02-Jul-21,502.7,19-Mar-21
SUMEETINDS,EQ,14.45,01-Feb-22,2.85,15-Mar-21
SUMICHEM,EQ,459.9,05-Aug-21,268.2,25-Mar-21
SUMIT,EQ,22,20-Jul-21,8,09-Mar-21
SUMMITSEC,EQ,874,01-Feb-22,475,19-Apr-21
SUNCLAYLTD,EQ,5097.7,24-Nov-21,2830.45,22-Apr-21
SUNDARAM,BE,5.8,12-Jan-22,1.1,14-May-21
SUNDARMFIN,EQ,2850,10-Mar-21,1752.6,07-Mar-22
SUNDARMHLD,EQ,94.7,06-Aug-21,58.66,19-Apr-21
SUNDRMBRAK,EQ,489.9,13-Jan-22,308.65,19-Apr-21
SUNDRMFAST,EQ,993.7,07-Oct-21,659,27-Apr-21
SUNFLAG,EQ,96.65,29-Jul-21,56.6,25-Mar-21
SUNPHARMA,EQ,902.85,04-Feb-22,562.1,19-Mar-21
SUNTECK,EQ,589.9,18-Jan-22,250,07-May-21
SUNTV,EQ,612,08-Nov-21,425,07-Mar-22
SUPERHOUSE,EQ,245.8,14-Jan-22,110.3,19-Apr-21
SUPERSPIN,BE,19.95,21-Jan-22,4.05,05-Apr-21
SUPPETRO,EQ,818.75,18-Oct-21,392,25-Mar-21
SUPRAJIT,EQ,474.9,16-Nov-21,241.6,07-May-21
SUPREMEENG,EQ,42.9,04-Jun-21,2.25,09-Mar-22
SUPREMEIND,EQ,2693.9,19-Oct-21,1872.6,14-Feb-22
SUPREMEINF,BE,33.1,12-Jan-22,13.1,15-Mar-21
SUPRIYA,EQ,601.9,18-Jan-22,376.75,22-Feb-22
SURANASOL,BE,43.2,12-Jan-22,8.2,30-Apr-21
SURANAT&P,BE,17.95,19-Jan-22,3.85,19-Apr-21
SURYALAXMI,EQ,98.8,07-Feb-22,28.55,23-Apr-21
SURYAROSNI,EQ,867.4,04-Oct-21,336.1,25-Mar-21
SURYODAY,EQ,296.35,26-Mar-21,101.8,22-Feb-22
SUTLEJTEX,EQ,104.95,11-Jan-22,36.75,22-Apr-21
SUULD,EQ,736.85,06-Jul-21,174.75,25-Mar-21
SUVEN,EQ,124.45,08-Oct-21,69.65,25-Mar-21
SUVENPHAR,EQ,590,06-Aug-21,425.7,24-Feb-22
SUVIDHAA,EQ,115.5,31-Mar-21,9.2,25-Feb-22
SUZLON,EQ,13.1,18-Jan-22,4.4,19-Apr-21
SVPGLOB,EQ,164.85,14-Sep-21,47.75,08-Mar-22
SWANENERGY,EQ,188,12-Jan-22,113.7,29-Nov-21
SWARAJENG,EQ,2000,28-Jun-21,1280,25-Mar-21
SWELECTES,BE,346.5,16-Feb-22,178.25,19-Mar-21
SWSOLAR,EQ,509.1,11-Oct-21,220.05,01-Jun-21
SYMPHONY,EQ,1371.1,09-Mar-21,890,11-Aug-21
SYNGENE,EQ,700,16-Jul-21,490.5,19-Mar-21
TAINWALCHM,EQ,125.25,26-Jul-21,54.5,19-Apr-21
TAJGVK,EQ,161.55,19-Oct-21,102,20-Apr-21
TAKE,EQ,74.6,09-Jun-21,25.05,07-Mar-22
TALBROAUTO,EQ,658,17-Jan-22,190.45,23-Apr-21
TANLA,EQ,2096.75,17-Jan-22,735,18-Jun-21
TANTIACONS,BZ,34.05,29-Dec-21,1.7,12-Mar-21
TARAPUR,BE,7.8,19-Jan-22,3,03-May-21
TARC,EQ,60.75,12-Jan-22,25.2,19-Apr-21
TARMAT,EQ,98.2,22-Jul-21,42.15,30-Mar-21
TARSONS,EQ,924.9,29-Nov-21,538.7,28-Feb-22
TASTYBITE,EQ,21487,08-Jul-21,10510.5,08-Mar-22
TATACHEM,EQ,1158,18-Oct-21,670.55,06-May-21
TATACOFFEE,EQ,254.4,19-Oct-21,112.7,19-Mar-21
TATACOMM,EQ,1591.95,17-Jan-22,1037.05,26-May-21
TATACONSUM,EQ,889,07-Sep-21,577.05,19-Mar-21
TATAELXSI,EQ,7964.4,01-Feb-22,2580.75,25-Mar-21
TATAINVEST,EQ,1733.9,14-Oct-21,980,20-Apr-21
TATAMETALI,EQ,1373.7,04-May-21,694,25-Mar-21
TATAMOTORS,EQ,536.7,17-Nov-21,268.45,24-Aug-21
TATAMTRDVR,EQ,298.65,17-Nov-21,119.15,19-Mar-21
TATAPOWER,EQ,267.85,19-Oct-21,89.9,12-Apr-21
TATASTEEL,EQ,1534.5,16-Aug-21,681.25,19-Mar-21
TATASTLLP,EQ,1173,16-Jul-21,625,24-Feb-22
TATVA,EQ,2977.8,03-Nov-21,2001,11-Aug-21
TBZ,EQ,104.4,28-Oct-21,58.2,22-Apr-21
TCI,EQ,858.6,17-Jan-22,240,18-Mar-21
TCIDEVELOP,EQ,549,02-Jun-21,281.2,16-Mar-21
TCIEXP,EQ,2572,23-Dec-21,811.05,22-Apr-21
TCIFINANCE,BE,11.1,24-Jan-22,4.45,31-Aug-21
TCNSBRANDS,EQ,932,17-Nov-21,437.35,22-Apr-21
TCPLPACK,EQ,837,21-Feb-22,360,30-Mar-21
TCS,EQ,4043,17-Jan-22,2987.05,18-Mar-21
TDPOWERSYS,EQ,492.45,20-Jan-22,121,19-Apr-21
TEAMLEASE,EQ,5550,11-Oct-21,2764.65,19-Apr-21
TECH,EQ,43.75,07-Jan-22,32.5,25-Feb-22
TECHIN,BE,12.65,25-Feb-22,2.5,26-Apr-21
TECHM,EQ,1838,30-Dec-21,937,26-Apr-21
TECHNOE,EQ,362.8,30-Jul-21,222,20-Dec-21
TEGA,EQ,767.7,13-Dec-21,397,24-Feb-22
TEJASNET,EQ,570.5,05-Oct-21,156.5,31-Mar-21
TEMBO,EQ,334.55,06-Oct-21,116.5,23-Apr-21
TERASOFT,EQ,85,20-Jul-21,33.05,20-Apr-21
TEXINFRA,EQ,77.4,17-Mar-21,52.35,13-Oct-21
TEXMOPIPES,EQ,100.9,18-Jan-22,23.15,19-Apr-21
TEXRAIL,EQ,49.9,07-Feb-22,21.91,22-Apr-21
TFCILTD,EQ,83.35,12-Jul-21,51.3,24-Feb-22
TFL,EQ,14.1,18-Jan-22,2.2,26-Apr-21
TGBHOTELS,EQ,12.8,12-Oct-21,4.15,15-Apr-21
THANGAMAYL,EQ,1517.05,26-Nov-21,573.55,19-Mar-21
THEINVEST,EQ,141.15,17-Aug-21,83,23-Apr-21
THEMISMED,EQ,1197,25-Aug-21,276,19-Mar-21
THERMAX,EQ,2174.8,02-Feb-22,1270,06-Apr-21
THOMASCOOK,EQ,85.5,13-Oct-21,41.75,22-Apr-21
THOMASCOTT,BE,56.85,23-Dec-21,6.1,18-May-21
THYROCARE,EQ,1465,25-Jun-21,792.4,08-Mar-22
TI,EQ,102.9,04-Jan-22,27.9,18-Mar-21
TIDEWATER,EQ,3688.74,13-Jul-21,856.22,05-May-21
TIIL,EQ,994,10-Nov-21,346.05,18-Mar-21
TIINDIA,EQ,2025,05-Jan-22,1050,19-Apr-21
TIJARIA,BE,12.1,11-Jan-22,5.45,14-Sep-21
TIL,EQ,243.5,12-May-21,104.05,24-Feb-22
TIMESGTY,EQ,93.4,18-Feb-22,21,15-Apr-21
TIMETECHNO,EQ,94.5,30-Jun-21,52.3,19-Mar-21
TIMKEN,EQ,2156.7,02-Dec-21,1206,19-Mar-21
TINPLATE,EQ,395.7,27-Jan-22,146.1,25-Mar-21
TIPSINDLTD,BE,2628.75,18-Jan-22,450,10-Mar-21
TIRUMALCHM,EQ,335.75,05-Oct-21,81.2,12-Mar-21
TIRUPATIFL,EQ,17.05,18-Oct-21,2.71,05-May-21
TITAN,EQ,2687.25,07-Jan-22,1400.05,04-May-21
TMRVL,EQ,25.6,17-Jun-21,10.3,22-Apr-21
TNPETRO,EQ,150.75,09-Aug-21,46.05,25-Mar-21
TNPL,EQ,182.9,23-Jun-21,112.35,25-Jan-22
TNTELE,BE,21.05,05-Aug-21,4,23-Apr-21
TOKYOPLAST,EQ,130.95,06-Jan-22,66.25,19-Mar-21
TORNTPHARM,EQ,3298.5,31-Dec-21,2311.1,19-Mar-21
TORNTPOWER,EQ,606.55,15-Dec-21,375.5,20-Apr-21
TOTAL,BE,106.5,16-Dec-21,38.55,21-Jun-21
TOUCHWOOD,EQ,148.45,09-Aug-21,71.5,14-May-21
TPLPLASTEH,EQ,228.7,17-Sep-21,70.08,19-Mar-21
TREEHOUSE,BE,13.75,07-Jul-21,6.3,19-Mar-21
TREJHARA,EQ,127.45,18-Jan-22,28.5,31-Mar-21
TRENT,EQ,1212,19-Jan-22,689,12-Apr-21
TRF,EQ,172.4,14-Oct-21,80.3,30-Mar-21
TRIDENT,BE,70.35,18-Jan-22,13.1,19-Apr-21
TRIGYN,EQ,218.5,10-Jan-22,61.3,31-Mar-21
TRIL,EQ,46.6,07-Feb-22,15.5,30-Mar-21
TRITURBINE,EQ,231.7,27-Jan-22,96,12-Apr-21
TRIVENI,EQ,300.4,07-Feb-22,80,19-Mar-21
TTKHLTCARE,EQ,873.5,09-Mar-22,457.9,25-Mar-21
TTKPRESTIG,EQ,1264.65,14-Dec-21,681.5,17-May-21
TTL,EQ,137,12-Jan-22,41.2,19-Apr-21
TTML,BE,290.15,11-Jan-22,10.45,22-Apr-21
TV18BRDCST,EQ,76.9,10-Feb-22,26.25,12-Apr-21
TVSELECT,EQ,283.95,09-Feb-22,118,22-Apr-21
TVSMOTOR,EQ,813.95,09-Nov-21,495,24-Aug-21
TVSSRICHAK,EQ,2590,18-Oct-21,1644.05,19-Apr-21
TVTODAY,EQ,460.1,14-Dec-21,249.3,19-Mar-21
TVVISION,BE,4.05,03-Jan-22,1.6,12-Mar-21
TWL,EQ,124,21-Jan-22,44.3,31-Mar-21
UBL,EQ,1785.8,09-Nov-21,1051.4,12-Apr-21
UCALFUEL,EQ,206.5,29-Jun-21,109,07-Mar-22
UCOBANK,EQ,15.9,30-Jun-21,10.75,22-Apr-21
UDAICEMENT,EQ,41.8,07-Jan-22,25.4,22-Feb-22
UFLEX,EQ,658,11-Oct-21,352.8,13-Apr-21
UFO,EQ,125.4,09-Nov-21,68.4,12-Apr-21
UGARSUGAR,EQ,56.75,09-Mar-22,16,19-Mar-21
UGROCAP,EQ,230.35,17-Jan-22,108.55,11-Aug-21
UJAAS,BE,8.25,21-Jan-22,2.3,20-Apr-21
UJJIVAN,EQ,261.7,13-Jul-21,97.6,24-Feb-22
UJJIVANSFB,EQ,35.9,09-Mar-21,14.05,24-Feb-22
ULTRACEMCO,EQ,8269,08-Nov-21,5629.2,08-Mar-22
UMANGDAIRY,EQ,100,04-Aug-21,48.85,20-Apr-21
UMESLTD,BE,7.6,03-Jan-22,2.7,09-Mar-22
UNICHEMLAB,EQ,375,21-May-21,198,23-Nov-21
UNIDT,EQ,604.85,17-Jan-22,242.25,09-Mar-21
UNIENTER,EQ,157.9,29-Dec-21,72.25,12-Apr-21
UNIINFO,EQ,42.9,12-Jan-22,27,25-Feb-22
UNIONBANK,EQ,54.8,09-Nov-21,32.1,22-Apr-21
UNITECH,BZ,3.95,12-Jan-22,1.3,26-Apr-21
UNITEDPOLY,EQ,59.6,09-Mar-22,17.35,31-Dec-21
UNITEDTEA,EQ,499.9,28-Jul-21,280.4,22-Apr-21
UNIVASTU,EQ,121.75,23-Feb-22,30.2,19-Mar-21
UNIVCABLES,EQ,217.7,31-May-21,128.65,19-Apr-21
UNIVPHOTO,EQ,988,11-Feb-22,156.5,31-Mar-21
UPL,EQ,864.7,08-Jun-21,581,26-Mar-21
URJA,BE,33.4,14-Jan-22,5.1,20-Apr-21
USHAMART,EQ,102.55,09-Nov-21,30.4,19-Mar-21
UTIAMC,EQ,1216.2,08-Sep-21,538,12-Apr-21
UTIBANKETF,EQ,45,20-Sep-21,26.4,09-Apr-21
UTINEXT50,EQ,49.5,20-Aug-21,33,13-Apr-21
UTINIFTETF,EQ,2240,28-Sep-21,1412,12-Apr-21
UTISENSETF,EQ,737.55,22-Nov-21,487.5,29-Dec-21
UTISXN50,EQ,59,18-Oct-21,37.1,30-Mar-21
UTTAMSTL,BE,9.8,11-May-21,3.7,09-Jul-21
UTTAMSUGAR,EQ,308.35,30-Jun-21,87.4,18-Mar-21
V2RETAIL,EQ,205.8,10-Nov-21,99.45,20-Apr-21
VADILALIND,EQ,1464.1,28-Feb-22,823.8,25-Jan-22
VAIBHAVGBL,EQ,1050,10-May-21,377,24-Feb-22
VAISHALI,EQ,63.5,03-Mar-22,28.95,07-Dec-21
VAKRANGEE,EQ,66.8,09-Apr-21,29.15,11-Aug-21
VALIANTORG,EQ,1848,14-May-21,791,24-Feb-22
VARDHACRLC,EQ,84.2,04-Aug-21,33.75,19-Apr-21
VARDMNPOLY,EQ,36.55,28-Jul-21,14.65,20-Apr-21
VARROC,EQ,458,14-Jan-22,260,14-Sep-21
VASCONEQ,EQ,36.75,12-Jan-22,15.4,10-May-21
VASWANI,EQ,38.5,20-Jan-22,8.6,23-Apr-21
VBL,EQ,1016,08-Nov-21,582.3,23-Apr-21
VEDL,EQ,401,03-Mar-22,209.75,12-Apr-21
VENKEYS,EQ,3955,23-Jun-21,1505,19-Mar-21
VENUSREM,EQ,639,09-Aug-21,225.25,09-Mar-21
VERTOZ,EQ,318,09-Mar-21,79.6,30-Nov-21
VESUVIUS,EQ,1364,30-Jul-21,900,07-Mar-22
VETO,EQ,172,13-Jul-21,78.3,24-Feb-22
VGUARD,EQ,285,31-May-21,181,24-Feb-22
VHL,EQ,4680,12-Jan-22,1600,15-Apr-21
VICEROY,BZ,6.9,13-Jan-22,1.85,27-Apr-21
VIDHIING,EQ,444.4,17-Jan-22,135,09-Mar-21
VIJAYA,EQ,672,16-Sep-21,373.8,24-Feb-22
VIJIFIN,BE,6.9,04-Jan-22,0.55,23-Apr-21
VIKASECO,BE,6.9,31-Jan-22,1.15,22-Apr-21
VIKASLIFE,BE,7.95,21-Jan-22,2.35,23-Apr-21
VIKASPROP,BE,3.3,16-Jun-21,1.5,02-Dec-21
VIKASWSP,BE,8.05,17-Jun-21,2.95,18-Nov-21
VIMTALABS,EQ,452.6,15-Dec-21,145,19-Mar-21
VINATIORGA,EQ,2184,08-Oct-21,1313.7,19-Mar-21
VINDHYATEL,EQ,1499,06-Jul-21,765.7,23-Apr-21
VINEETLAB,EQ,124,12-Jul-21,44,15-Jun-21
VINYLINDIA,EQ,331,05-Oct-21,111.55,19-Mar-21
VIPCLOTHNG,BE,31.4,21-Jan-22,11.6,22-Apr-21
VIPIND,EQ,696,07-Feb-22,304.6,19-Apr-21
VIPULLTD,EQ,41.95,26-Jul-21,16.7,02-Mar-22
VISAKAIND,EQ,873.25,02-Aug-21,459.35,05-Apr-21
VISASTEEL,EQ,21.45,12-Jan-22,5.95,19-Apr-21
VISESHINFO,BE,1.75,01-Feb-22,0.05,31-May-21
VISHAL,EQ,147.75,17-Jan-22,41.3,17-May-21
VISHNU,BE,1381,21-Feb-22,189,15-Mar-21
VISHWARAJ,EQ,45.8,22-Oct-21,19.4,24-Feb-22
VIVIDHA,BE,3.15,24-Jan-22,0.65,14-May-21
VIVIMEDLAB,EQ,41.5,28-Apr-21,15.8,24-Feb-22
VLSFINANCE,EQ,264.9,27-Jul-21,71.1,30-Mar-21
VMART,EQ,4848.8,11-Nov-21,2493,22-Apr-21
VOLTAMP,EQ,2255.25,06-Dec-21,984.35,26-Mar-21
VOLTAS,EQ,1356.9,19-Oct-21,918,19-Apr-21
VRLLOG,EQ,591.9,07-Feb-22,210,22-Apr-21
VSSL,EQ,309,06-Aug-21,134.05,06-Apr-21
VSTIND,EQ,3895,18-Oct-21,2794,08-Mar-22
VSTTILLERS,EQ,3453.55,13-Oct-21,1647.85,25-Mar-21
VTL,EQ,2880,21-Jan-22,1120,23-Apr-21
WABAG,EQ,404,03-Aug-21,228.35,25-Mar-21
WABCOINDIA,EQ,8780.05,06-Jan-22,5500,25-Mar-21
WALCHANNAG,EQ,92,16-Jun-21,39.45,02-Dec-21
WANBURY,BE,114,29-Apr-21,63.3,29-Oct-21
WATERBASE,EQ,145.8,05-Jul-21,81.5,24-Feb-22
WEALTH,BE,285.9,03-Feb-22,110.5,28-Apr-21
WEBELSOLAR,EQ,172.55,04-Jan-22,38.7,09-Mar-21
WEIZMANIND,EQ,93.95,11-Feb-22,37.15,19-Apr-21
WELCORP,EQ,197.3,18-Jan-22,105.85,23-Aug-21
WELENT,EQ,131,08-Jun-21,75.6,24-Feb-22
WELINV,EQ,584,29-Jun-21,253.15,24-Feb-22
WELSPUNIND,EQ,170.7,12-Oct-21,71.2,09-Mar-21
WENDT,EQ,5690,15-Dec-21,3054.55,19-Apr-21
WESTLIFE,EQ,629,14-Oct-21,385.1,15-Apr-21
WFL,BE,230.45,04-Feb-22,122.45,17-Jan-22
WHEELS,EQ,1037,27-Jul-21,404.9,19-Apr-21
WHIRLPOOL,EQ,2550,12-Oct-21,1560.05,09-Mar-22
WILLAMAGOR,EQ,39.8,12-Nov-21,15.95,30-Mar-21
WINDLAS,EQ,452,16-Aug-21,230,07-Mar-22
WINDMACHIN,EQ,51.8,20-Jan-22,23.2,10-Mar-21
WINPRO,EQ,13,21-Jun-21,5,17-May-21
WIPL,BE,73.5,09-Jun-21,47.6,23-Dec-21
WIPRO,EQ,739.85,14-Oct-21,397.75,25-Mar-21
WOCKPHARMA,EQ,804.9,26-May-21,304.6,08-Mar-22
WONDERLA,EQ,270,06-Jul-21,162,22-Apr-21
WORTH,EQ,132.5,24-Jan-22,45.55,26-Apr-21
WSTCSTPAPR,EQ,295.8,06-Oct-21,185.05,20-Apr-21
XCHANGING,EQ,141,22-Jul-21,60.05,20-Apr-21
XELPMOC,EQ,513,13-Jul-21,251.65,31-Mar-21
XPROINDIA,BE,1254.9,12-Jan-22,49.85,22-Mar-21
YAARI,EQ,167.75,12-Mar-21,53.3,22-Feb-22
YESBANK,EQ,16.85,30-Mar-21,10.5,23-Aug-21
YUKEN,EQ,685,18-Oct-21,481.55,24-Feb-22
ZEEL,EQ,378.7,15-Dec-21,166.8,23-Aug-21
ZEELEARN,EQ,20.6,07-Jan-22,9.75,12-Apr-21
ZEEMEDIA,EQ,20.3,11-Feb-22,5.8,19-Apr-21
ZENITHEXPO,EQ,116.3,24-May-21,58.5,08-Apr-21
ZENSARTECH,EQ,587,16-Sep-21,254.7,30-Apr-21
ZENTEC,EQ,257.75,15-Dec-21,66.8,19-Apr-21
ZODIAC,BE,174.8,02-Feb-22,32.1,14-Dec-21
ZODIACLOTH,EQ,154.05,14-Jul-21,86,22-Apr-21
ZOMATO,EQ,169,16-Nov-21,75.75,15-Feb-22
ZOTA,EQ,448,16-Dec-21,137.25,31-Mar-21
ZUARI,EQ,158.9,14-Jul-21,82.1,12-Apr-21
ZUARIGLOB,EQ,188,11-Feb-22,75,26-Mar-21
ZYDUSLIFE,EQ,363,09-Mar-22,331.55,07-Mar-22
ZYDUSWELL,EQ,2476.85,21-Sep-21,1430,15-Feb-22